	Prediction	Target	Scores	Runtime
0	9	9	0.8316	421.1767553999998
1	2	2	0.8316	0.007361200001469115
2	1	1	0.8316	421.1767553999998
3	1	1	0.8316	0.007361200001469115
4	6	6	0.8316	421.1767553999998
5	1	1	0.8316	0.007361200001469115
6	4	4	0.8316	421.1767553999998
7	6	6	0.8316	0.007361200001469115
8	5	5	0.8316	421.1767553999998
9	7	7	0.8316	0.007361200001469115
10	4	4	0.8316	421.1767553999998
11	5	5	0.8316	0.007361200001469115
12	5	7	0.8316	421.1767553999998
13	3	3	0.8316	0.007361200001469115
14	4	4	0.8316	421.1767553999998
15	1	1	0.8316	0.007361200001469115
16	2	2	0.8316	421.1767553999998
17	2	4	0.8316	0.007361200001469115
18	8	8	0.8316	421.1767553999998
19	0	0	0.8316	0.007361200001469115
20	2	2	0.8316	421.1767553999998
21	5	5	0.8316	0.007361200001469115
22	7	7	0.8316	421.1767553999998
23	5	9	0.8316	0.007361200001469115
24	1	1	0.8316	421.1767553999998
25	2	4	0.8316	0.007361200001469115
26	6	6	0.8316	421.1767553999998
27	0	0	0.8316	0.007361200001469115
28	9	9	0.8316	421.1767553999998
29	3	3	0.8316	0.007361200001469115
30	8	8	0.8316	421.1767553999998
31	8	8	0.8316	0.007361200001469115
32	3	3	0.8316	421.1767553999998
33	3	3	0.8316	0.007361200001469115
34	8	8	0.8316	421.1767553999998
35	0	0	0.8316	0.007361200001469115
36	7	7	0.8316	421.1767553999998
37	5	5	0.8316	0.007361200001469115
38	7	7	0.8316	421.1767553999998
39	9	9	0.8316	0.007361200001469115
40	0	6	0.8316	421.1767553999998
41	1	1	0.8316	0.007361200001469115
42	6	3	0.8316	421.1767553999998
43	7	7	0.8316	0.007361200001469115
44	6	6	0.8316	421.1767553999998
45	7	7	0.8316	0.007361200001469115
46	2	2	0.8316	421.1767553999998
47	1	1	0.8316	0.007361200001469115
48	2	2	0.8316	421.1767553999998
49	6	2	0.8316	0.007361200001469115
50	6	4	0.8316	421.1767553999998
51	6	4	0.8316	0.007361200001469115
52	5	5	0.8316	421.1767553999998
53	6	8	0.8316	0.007361200001469115
54	2	2	0.8316	421.1767553999998
55	2	2	0.8316	0.007361200001469115
56	8	8	0.8316	421.1767553999998
57	2	4	0.8316	0.007361200001469115
58	8	8	0.8316	421.1767553999998
59	0	0	0.8316	0.007361200001469115
60	7	7	0.8316	421.1767553999998
61	7	7	0.8316	0.007361200001469115
62	8	8	0.8316	421.1767553999998
63	5	5	0.8316	0.007361200001469115
64	1	1	0.8316	421.1767553999998
65	1	1	0.8316	0.007361200001469115
66	0	2	0.8316	421.1767553999998
67	3	3	0.8316	0.007361200001469115
68	7	9	0.8316	421.1767553999998
69	8	8	0.8316	0.007361200001469115
70	7	7	0.8316	421.1767553999998
71	0	0	0.8316	0.007361200001469115
72	6	2	0.8316	421.1767553999998
73	6	6	0.8316	0.007361200001469115
74	2	2	0.8316	421.1767553999998
75	3	3	0.8316	0.007361200001469115
76	1	1	0.8316	421.1767553999998
77	2	2	0.8316	0.007361200001469115
78	8	8	0.8316	421.1767553999998
79	4	4	0.8316	0.007361200001469115
80	1	1	0.8316	421.1767553999998
81	8	8	0.8316	0.007361200001469115
82	5	5	0.8316	421.1767553999998
83	9	9	0.8316	0.007361200001469115
84	5	5	0.8316	421.1767553999998
85	0	0	0.8316	0.007361200001469115
86	3	3	0.8316	421.1767553999998
87	2	2	0.8316	0.007361200001469115
88	0	0	0.8316	421.1767553999998
89	6	6	0.8316	0.007361200001469115
90	5	5	0.8316	421.1767553999998
91	3	3	0.8316	0.007361200001469115
92	6	6	0.8316	421.1767553999998
93	7	7	0.8316	0.007361200001469115
