	Prediction	Target	Scores	Runtime
0	9	9	0.847599983215332	254.15560289999848
1	2	2	0.847599983215332	0.387731700000586
2	1	1	0.847599983215332	254.15560289999848
3	1	1	0.847599983215332	0.387731700000586
4	6	6	0.847599983215332	254.15560289999848
5	1	1	0.847599983215332	0.387731700000586
6	4	4	0.847599983215332	254.15560289999848
7	6	6	0.847599983215332	0.387731700000586
8	5	5	0.847599983215332	254.15560289999848
9	7	7	0.847599983215332	0.387731700000586
10	4	4	0.847599983215332	254.15560289999848
11	5	5	0.847599983215332	0.387731700000586
12	5	7	0.847599983215332	254.15560289999848
13	3	3	0.847599983215332	0.387731700000586
14	4	4	0.847599983215332	254.15560289999848
15	1	1	0.847599983215332	0.387731700000586
16	2	2	0.847599983215332	254.15560289999848
17	2	4	0.847599983215332	0.387731700000586
18	8	8	0.847599983215332	254.15560289999848
19	0	0	0.847599983215332	0.387731700000586
20	2	2	0.847599983215332	254.15560289999848
21	5	5	0.847599983215332	0.387731700000586
22	7	7	0.847599983215332	254.15560289999848
23	7	9	0.847599983215332	0.387731700000586
24	1	1	0.847599983215332	254.15560289999848
25	2	4	0.847599983215332	0.387731700000586
26	6	6	0.847599983215332	254.15560289999848
27	0	0	0.847599983215332	0.387731700000586
28	9	9	0.847599983215332	254.15560289999848
29	3	3	0.847599983215332	0.387731700000586
30	8	8	0.847599983215332	254.15560289999848
31	8	8	0.847599983215332	0.387731700000586
32	3	3	0.847599983215332	254.15560289999848
33	3	3	0.847599983215332	0.387731700000586
34	8	8	0.847599983215332	254.15560289999848
35	0	0	0.847599983215332	0.387731700000586
36	7	7	0.847599983215332	254.15560289999848
37	5	5	0.847599983215332	0.387731700000586
38	7	7	0.847599983215332	254.15560289999848
39	9	9	0.847599983215332	0.387731700000586
40	0	6	0.847599983215332	254.15560289999848
41	1	1	0.847599983215332	0.387731700000586
42	4	3	0.847599983215332	254.15560289999848
43	7	7	0.847599983215332	0.387731700000586
44	6	6	0.847599983215332	254.15560289999848
45	7	7	0.847599983215332	0.387731700000586
46	2	2	0.847599983215332	254.15560289999848
47	1	1	0.847599983215332	0.387731700000586
48	2	2	0.847599983215332	254.15560289999848
49	6	2	0.847599983215332	0.387731700000586
50	4	4	0.847599983215332	254.15560289999848
51	2	4	0.847599983215332	0.387731700000586
52	5	5	0.847599983215332	254.15560289999848
53	8	8	0.847599983215332	0.387731700000586
54	2	2	0.847599983215332	254.15560289999848
55	2	2	0.847599983215332	0.387731700000586
56	8	8	0.847599983215332	254.15560289999848
57	4	4	0.847599983215332	0.387731700000586
58	8	8	0.847599983215332	254.15560289999848
59	0	0	0.847599983215332	0.387731700000586
60	7	7	0.847599983215332	254.15560289999848
61	7	7	0.847599983215332	0.387731700000586
