	Prediction	Target	Scores	Runtime
0	9	9	0.8844000101089478	146.52710410000054
1	2	2	0.8844000101089478	0.5296323999991728
2	1	1	0.8844000101089478	146.52710410000054
3	1	1	0.8844000101089478	0.5296323999991728
4	6	6	0.8844000101089478	146.52710410000054
5	1	1	0.8844000101089478	0.5296323999991728
6	4	4	0.8844000101089478	146.52710410000054
7	6	6	0.8844000101089478	0.5296323999991728
8	5	5	0.8844000101089478	146.52710410000054
9	7	7	0.8844000101089478	0.5296323999991728
10	4	4	0.8844000101089478	146.52710410000054
11	5	5	0.8844000101089478	0.5296323999991728
12	7	7	0.8844000101089478	146.52710410000054
13	3	3	0.8844000101089478	0.5296323999991728
14	4	4	0.8844000101089478	146.52710410000054
15	1	1	0.8844000101089478	0.5296323999991728
16	6	2	0.8844000101089478	146.52710410000054
17	6	4	0.8844000101089478	0.5296323999991728
18	8	8	0.8844000101089478	146.52710410000054
19	0	0	0.8844000101089478	0.5296323999991728
20	2	2	0.8844000101089478	146.52710410000054
21	5	5	0.8844000101089478	0.5296323999991728
22	7	7	0.8844000101089478	146.52710410000054
23	9	9	0.8844000101089478	0.5296323999991728
24	1	1	0.8844000101089478	146.52710410000054
25	2	4	0.8844000101089478	0.5296323999991728
26	4	6	0.8844000101089478	146.52710410000054
27	0	0	0.8844000101089478	0.5296323999991728
28	9	9	0.8844000101089478	146.52710410000054
29	3	3	0.8844000101089478	0.5296323999991728
30	8	8	0.8844000101089478	146.52710410000054
31	8	8	0.8844000101089478	0.5296323999991728
32	3	3	0.8844000101089478	146.52710410000054
33	3	3	0.8844000101089478	0.5296323999991728
34	8	8	0.8844000101089478	146.52710410000054
35	0	0	0.8844000101089478	0.5296323999991728
36	7	7	0.8844000101089478	146.52710410000054
37	5	5	0.8844000101089478	0.5296323999991728
38	7	7	0.8844000101089478	146.52710410000054
39	9	9	0.8844000101089478	0.5296323999991728
40	0	6	0.8844000101089478	146.52710410000054
41	1	1	0.8844000101089478	0.5296323999991728
42	6	3	0.8844000101089478	146.52710410000054
43	7	7	0.8844000101089478	0.5296323999991728
44	6	6	0.8844000101089478	146.52710410000054
45	7	7	0.8844000101089478	0.5296323999991728
46	2	2	0.8844000101089478	146.52710410000054
47	1	1	0.8844000101089478	0.5296323999991728
48	4	2	0.8844000101089478	146.52710410000054
49	6	2	0.8844000101089478	0.5296323999991728
50	4	4	0.8844000101089478	146.52710410000054
51	6	4	0.8844000101089478	0.5296323999991728
52	5	5	0.8844000101089478	146.52710410000054
53	8	8	0.8844000101089478	0.5296323999991728
54	2	2	0.8844000101089478	146.52710410000054
55	2	2	0.8844000101089478	0.5296323999991728
56	8	8	0.8844000101089478	146.52710410000054
57	6	4	0.8844000101089478	0.5296323999991728
58	8	8	0.8844000101089478	146.52710410000054
59	0	0	0.8844000101089478	0.5296323999991728
60	7	7	0.8844000101089478	146.52710410000054
61	7	7	0.8844000101089478	0.5296323999991728
62	8	8	0.8844000101089478	146.52710410000054
63	5	5	0.8844000101089478	0.5296323999991728
64	1	1	0.8844000101089478	146.52710410000054
65	1	1	0.8844000101089478	0.5296323999991728
66	2	2	0.8844000101089478	146.52710410000054
67	4	3	0.8844000101089478	0.5296323999991728
68	7	9	0.8844000101089478	146.52710410000054
69	8	8	0.8844000101089478	0.5296323999991728
70	7	7	0.8844000101089478	146.52710410000054
71	0	0	0.8844000101089478	0.5296323999991728
72	2	2	0.8844000101089478	146.52710410000054
73	6	6	0.8844000101089478	0.5296323999991728
74	2	2	0.8844000101089478	146.52710410000054
75	3	3	0.8844000101089478	0.5296323999991728
76	1	1	0.8844000101089478	146.52710410000054
77	2	2	0.8844000101089478	0.5296323999991728
78	8	8	0.8844000101089478	146.52710410000054
79	4	4	0.8844000101089478	0.5296323999991728
80	1	1	0.8844000101089478	146.52710410000054
81	8	8	0.8844000101089478	0.5296323999991728
82	5	5	0.8844000101089478	146.52710410000054
83	9	9	0.8844000101089478	0.5296323999991728
84	5	5	0.8844000101089478	146.52710410000054
85	0	0	0.8844000101089478	0.5296323999991728
